ts,a,b,cuota_a,cuota_b
2026-08-02T16:52:41,guilherme pat,steven asplund,3.1,1.36
2026-08-02T16:52:41,ian garry,islam makhachev,3.55,1.29
2026-08-02T16:52:41,jessie rosas,miles johns,2.22,1.65
2026-08-02T16:52:41,jose montanha,louie sutherland,2.27,1.62
2026-08-02T16:52:41,juliana miller,ravena oliveira morais,1.38,3.0
2026-08-02T16:52:41,manoel sousa,richie miranda,1.36,3.05
2026-08-02T16:52:41,mateusz gamrot,quillan salkilld,2.18,1.67
2026-08-02T19:52:29,alexia thainara,amanda lemos,1.4,2.9
2026-08-02T19:52:29,billy goff,ty cole miller,3.45,1.3
2026-08-02T19:52:29,billy quarantillo,diego ferreira,2.37,1.57
2026-08-02T19:52:29,bruno lopes,diyar nurgozhay,2.27,1.62
2026-08-02T19:52:29,darren elkins,yadier delvalle,5.2,1.15
2026-08-02T19:52:29,gillian robertson,mackenzie dern,2.75,1.44
2026-08-02T19:52:29,guilherme pat,steven asplund,3.1,1.36
2026-08-02T19:52:29,ian garry,islam makhachev,3.55,1.29
2026-08-02T19:52:29,jessie rosas,miles johns,2.22,1.65
2026-08-02T19:52:29,jose montanha,louie sutherland,2.27,1.62
2026-08-02T19:52:29,juliana miller,ravena oliveira morais,1.38,3.0
2026-08-02T19:52:29,manoel sousa,richie miranda,1.36,3.05
2026-08-02T19:52:29,mateusz gamrot,quillan salkilld,2.18,1.67
2026-08-02T19:53:02,alexia thainara,amanda lemos,1.4,2.9
2026-08-02T19:53:02,billy goff,ty cole miller,3.45,1.3
2026-08-02T19:53:02,billy quarantillo,diego ferreira,2.37,1.57
2026-08-02T19:53:02,bruno lopes,diyar nurgozhay,2.27,1.62
2026-08-02T19:53:02,darren elkins,yadier delvalle,5.2,1.15
2026-08-02T19:53:02,gillian robertson,mackenzie dern,2.75,1.44
2026-08-02T19:53:02,guilherme pat,steven asplund,3.1,1.36
2026-08-02T19:53:02,ian garry,islam makhachev,3.55,1.29
2026-08-02T19:53:02,jessie rosas,miles johns,2.22,1.65
2026-08-02T19:53:02,jose montanha,louie sutherland,2.27,1.62
2026-08-02T19:53:02,juliana miller,ravena oliveira morais,1.38,3.0
2026-08-02T19:53:02,manoel sousa,richie miranda,1.36,3.05
2026-08-02T19:53:02,mateusz gamrot,quillan salkilld,2.18,1.67
2026-08-02T19:57:22,alexia thainara,amanda lemos,1.4,2.9
2026-08-02T19:57:22,billy goff,ty cole miller,3.45,1.3
2026-08-02T19:57:22,billy quarantillo,diego ferreira,2.37,1.57
2026-08-02T19:57:22,bruno lopes,diyar nurgozhay,2.27,1.62
2026-08-02T19:57:22,darren elkins,yadier delvalle,5.2,1.15
2026-08-02T19:57:22,gillian robertson,mackenzie dern,2.75,1.44
2026-08-02T19:57:22,guilherme pat,steven asplund,3.1,1.36
2026-08-02T19:57:22,ian garry,islam makhachev,3.55,1.29
2026-08-02T19:57:22,jessie rosas,miles johns,2.22,1.65
2026-08-02T19:57:22,jose montanha,louie sutherland,2.27,1.62
2026-08-02T19:57:22,juliana miller,ravena oliveira morais,1.38,3.0
2026-08-02T19:57:22,manoel sousa,richie miranda,1.36,3.05
2026-08-02T19:57:22,mateusz gamrot,quillan salkilld,2.18,1.67
2026-08-02T21:37:07,alexia thainara,amanda lemos,1.4,2.9
2026-08-02T21:37:07,billy goff,ty cole miller,3.6,1.28
2026-08-02T21:37:07,billy quarantillo,diego ferreira,2.5,1.52
2026-08-02T21:37:07,bruno lopes,diyar nurgozhay,2.27,1.62
2026-08-02T21:37:07,darren elkins,yadier delvalle,5.2,1.15
2026-08-02T21:37:07,gillian robertson,mackenzie dern,2.75,1.44
2026-08-02T21:37:07,guilherme pat,steven asplund,3.1,1.36
2026-08-02T21:37:07,ian garry,islam makhachev,3.55,1.29
2026-08-02T21:37:07,jessie rosas,miles johns,2.22,1.65
2026-08-02T21:37:07,jose montanha,louie sutherland,2.27,1.62
2026-08-02T21:37:07,juliana miller,ravena oliveira morais,1.38,3.0
2026-08-02T21:37:07,manoel sousa,richie miranda,1.37,3.0
2026-08-02T21:37:07,mateusz gamrot,quillan salkilld,2.18,1.67
2026-08-02T22:01:37,alexia thainara,amanda lemos,1.4,2.9
2026-08-02T22:01:37,billy goff,ty cole miller,3.6,1.28
2026-08-02T22:01:37,billy quarantillo,diego ferreira,2.5,1.52
2026-08-02T22:01:37,bruno lopes,diyar nurgozhay,2.27,1.62
2026-08-02T22:01:37,darren elkins,yadier delvalle,5.2,1.15
2026-08-02T22:01:37,gillian robertson,mackenzie dern,2.75,1.44
2026-08-02T22:01:37,guilherme pat,steven asplund,3.1,1.36
2026-08-02T22:01:37,ian garry,islam makhachev,3.55,1.29
2026-08-02T22:01:37,jessie rosas,miles johns,2.22,1.65
2026-08-02T22:01:37,jose montanha,louie sutherland,2.27,1.62
2026-08-02T22:01:37,juliana miller,ravena oliveira morais,1.38,3.0
2026-08-02T22:01:37,manoel sousa,richie miranda,1.37,3.0
2026-08-02T22:01:37,mateusz gamrot,quillan salkilld,2.18,1.67
2026-08-03T14:12:41,alexia thainara,amanda lemos,1.42,2.82
2026-08-03T14:12:41,billy goff,ty cole miller,3.65,1.27
2026-08-03T14:12:41,billy quarantillo,diego ferreira,2.32,1.6
2026-08-03T14:12:41,bruno lopes,diyar nurgozhay,2.18,1.67
2026-08-03T14:12:41,darren elkins,yadier delvalle,5.2,1.15
2026-08-03T14:12:41,gillian robertson,mackenzie dern,2.75,1.44
2026-08-03T14:12:41,guilherme pat,steven asplund,3.05,1.36
2026-08-03T14:12:41,ian garry,islam makhachev,3.4,1.3
2026-08-03T14:12:41,jessie rosas,miles johns,2.22,1.65
2026-08-03T14:12:41,jose montanha,louie sutherland,2.27,1.62
2026-08-03T14:12:41,juliana miller,ravena oliveira morais,1.38,3.0
2026-08-03T14:12:41,manoel sousa,richie miranda,1.38,2.95
2026-08-03T14:12:41,mateusz gamrot,quillan salkilld,2.12,1.7
2026-08-03T18:55:51,alexia thainara,amanda lemos,1.42,2.82
2026-08-03T18:55:51,billy goff,ty cole miller,3.65,1.27
2026-08-03T18:55:51,billy quarantillo,diego ferreira,2.32,1.6
2026-08-03T18:55:51,bruno lopes,diyar nurgozhay,2.18,1.67
2026-08-03T18:55:51,darren elkins,yadier delvalle,5.2,1.15
2026-08-03T18:55:51,gillian robertson,mackenzie dern,2.75,1.44
2026-08-03T18:55:51,guilherme pat,steven asplund,3.05,1.36
2026-08-03T18:55:51,ian garry,islam makhachev,3.4,1.3
2026-08-03T18:55:51,jessie rosas,miles johns,2.22,1.65
2026-08-03T18:55:51,jose montanha,louie sutherland,2.27,1.62
2026-08-03T18:55:51,juliana miller,ravena oliveira morais,1.37,3.05
2026-08-03T18:55:51,manoel sousa,richie miranda,1.38,2.95
2026-08-03T18:55:51,mateusz gamrot,quillan salkilld,2.12,1.7
2026-08-03T21:50:14,alexia thainara,amanda lemos,1.42,2.82
2026-08-03T21:50:14,billy goff,ty cole miller,3.65,1.27
2026-08-03T21:50:14,billy quarantillo,diego ferreira,2.32,1.6
2026-08-03T21:50:14,bruno lopes,diyar nurgozhay,2.18,1.67
2026-08-03T21:50:14,darren elkins,yadier delvalle,5.2,1.15
2026-08-03T21:50:14,gillian robertson,mackenzie dern,2.75,1.44
2026-08-03T21:50:14,guilherme pat,steven asplund,3.05,1.36
2026-08-03T21:50:14,ian garry,islam makhachev,3.4,1.3
2026-08-03T21:50:14,jessie rosas,miles johns,2.22,1.65
2026-08-03T21:50:14,jose montanha,louie sutherland,2.27,1.62
2026-08-03T21:50:14,juliana miller,ravena oliveira morais,1.37,3.05
2026-08-03T21:50:14,manoel sousa,richie miranda,1.39,2.92
2026-08-03T21:50:14,mateusz gamrot,quillan salkilld,2.12,1.7
2026-08-04T08:39:09,alexia thainara,amanda lemos,1.4,2.87
2026-08-04T08:39:09,billy goff,ty cole miller,3.65,1.27
2026-08-04T08:39:09,billy quarantillo,diego ferreira,2.32,1.6
2026-08-04T08:39:09,bruno lopes,diyar nurgozhay,2.25,1.62
2026-08-04T08:39:09,darren elkins,yadier delvalle,5.8,1.13
2026-08-04T08:39:09,gillian robertson,mackenzie dern,2.75,1.44
2026-08-04T08:39:09,guilherme pat,steven asplund,3.25,1.33
2026-08-04T08:39:09,ian garry,islam makhachev,3.5,1.29
2026-08-04T08:39:09,jessie rosas,miles johns,2.22,1.65
2026-08-04T08:39:09,jose montanha,louie sutherland,2.27,1.62
2026-08-04T08:39:09,juliana miller,ravena oliveira morais,1.35,3.1
2026-08-04T08:39:09,manoel sousa,richie miranda,1.39,2.92
2026-08-04T08:39:09,mateusz gamrot,quillan salkilld,2.1,1.72
2026-08-04T09:14:15,alexia thainara,amanda lemos,1.4,2.87
2026-08-04T09:14:15,billy goff,ty cole miller,3.65,1.27
2026-08-04T09:14:15,billy quarantillo,diego ferreira,2.32,1.6
2026-08-04T09:14:15,bruno lopes,diyar nurgozhay,2.25,1.62
2026-08-04T09:14:15,darren elkins,yadier delvalle,5.8,1.13
2026-08-04T09:14:15,gillian robertson,mackenzie dern,2.75,1.44
2026-08-04T09:14:15,guilherme pat,steven asplund,3.25,1.33
2026-08-04T09:14:15,ian garry,islam makhachev,3.5,1.29
2026-08-04T09:14:15,jessie rosas,miles johns,2.22,1.65
2026-08-04T09:14:15,jose montanha,louie sutherland,2.27,1.62
2026-08-04T09:14:15,juliana miller,ravena oliveira morais,1.35,3.1
2026-08-04T09:14:15,manoel sousa,richie miranda,1.39,2.92
2026-08-04T09:14:15,mateusz gamrot,quillan salkilld,2.1,1.72
2026-08-04T11:07:09,alexia thainara,amanda lemos,1.4,2.87
2026-08-04T11:07:09,billy goff,ty cole miller,3.65,1.27
2026-08-04T11:07:09,billy quarantillo,diego ferreira,2.32,1.6
2026-08-04T11:07:09,bruno lopes,diyar nurgozhay,2.25,1.62
2026-08-04T11:07:09,darren elkins,yadier delvalle,5.8,1.13
2026-08-04T11:07:09,gillian robertson,mackenzie dern,2.75,1.44
2026-08-04T11:07:09,guilherme pat,steven asplund,3.25,1.33
2026-08-04T11:07:09,ian garry,islam makhachev,3.5,1.29
2026-08-04T11:07:09,jessie rosas,miles johns,2.22,1.65
2026-08-04T11:07:09,jose montanha,louie sutherland,2.27,1.62
2026-08-04T11:07:09,juliana miller,ravena oliveira morais,1.34,3.2
2026-08-04T11:07:09,manoel sousa,richie miranda,1.39,2.92
2026-08-04T11:07:09,mateusz gamrot,quillan salkilld,2.1,1.72
2026-08-04T11:40:54,alexia thainara,amanda lemos,1.4,2.87
2026-08-04T11:40:54,billy goff,ty cole miller,3.8,1.25
2026-08-04T11:40:54,billy quarantillo,diego ferreira,2.32,1.6
2026-08-04T11:40:54,bruno lopes,diyar nurgozhay,2.25,1.62
2026-08-04T11:40:54,darren elkins,yadier delvalle,5.8,1.13
2026-08-04T11:40:54,gillian robertson,mackenzie dern,2.75,1.44
2026-08-04T11:40:54,guilherme pat,steven asplund,3.25,1.33
2026-08-04T11:40:54,ian garry,islam makhachev,3.5,1.29
2026-08-04T11:40:54,jessie rosas,miles johns,2.22,1.65
2026-08-04T11:40:54,jose montanha,louie sutherland,2.27,1.62
2026-08-04T11:40:54,juliana miller,ravena oliveira morais,1.34,3.2
2026-08-04T11:40:54,manoel sousa,richie miranda,1.39,2.92
2026-08-04T11:40:54,mateusz gamrot,quillan salkilld,2.1,1.72
2026-08-04T11:47:24,alexia thainara,amanda lemos,1.4,2.87
2026-08-04T11:47:24,billy goff,ty cole miller,3.8,1.25
2026-08-04T11:47:24,billy quarantillo,diego ferreira,2.32,1.6
2026-08-04T11:47:24,bruno lopes,diyar nurgozhay,2.25,1.62
2026-08-04T11:47:24,darren elkins,yadier delvalle,5.8,1.13
2026-08-04T11:47:24,gillian robertson,mackenzie dern,2.75,1.44
2026-08-04T11:47:24,guilherme pat,steven asplund,3.25,1.33
2026-08-04T11:47:24,ian garry,islam makhachev,3.5,1.29
2026-08-04T11:47:24,jessie rosas,miles johns,2.22,1.65
2026-08-04T11:47:24,jose montanha,louie sutherland,2.27,1.62
2026-08-04T11:47:24,juliana miller,ravena oliveira morais,1.34,3.2
2026-08-04T11:47:24,manoel sousa,richie miranda,1.39,2.92
2026-08-04T11:47:24,mateusz gamrot,quillan salkilld,2.1,1.72
2026-08-04T20:08:26,alexia thainara,amanda lemos,1.4,2.87
2026-08-04T20:08:26,billy goff,ty cole miller,3.95,1.24
2026-08-04T20:08:26,billy quarantillo,diego ferreira,2.5,1.52
2026-08-04T20:08:26,bruno lopes,diyar nurgozhay,2.25,1.62
2026-08-04T20:08:26,darren elkins,yadier delvalle,6.0,1.12
2026-08-04T20:08:26,donte johnson,eric mcconico,1.4,2.87
2026-08-04T20:08:26,dustin stoltzfus,mansur abdul-malik,4.7,1.18
2026-08-04T20:08:26,edson barboza,esteban ribovics,3.85,1.25
2026-08-04T20:08:26,gillian robertson,mackenzie dern,2.75,1.44
2026-08-04T20:08:26,guilherme pat,steven asplund,3.25,1.33
2026-08-04T20:08:26,ian garry,islam makhachev,3.75,1.26
2026-08-04T20:08:26,jalin turner,kaue fernandes,1.57,2.35
2026-08-04T20:08:26,jeremiah wells,myktybek orolbai,4.9,1.17
2026-08-04T20:08:26,jessie rosas,miles johns,2.22,1.65
2026-08-04T20:08:26,jose montanha,louie sutherland,2.27,1.62
2026-08-04T20:08:26,juliana miller,ravena oliveira morais,1.34,3.2
2026-08-04T20:08:26,manoel sousa,richie miranda,1.37,3.0
2026-08-04T20:08:26,mateusz gamrot,quillan salkilld,2.15,1.67
2026-08-04T20:08:26,neil magny,ramiz brahimaj,1.88,1.88
2026-08-04T20:08:26,tresean gore,vicente luque,1.7,2.12
2026-08-04T21:58:06,alexia thainara,amanda lemos,1.4,2.87
2026-08-04T21:58:06,billy goff,ty cole miller,3.95,1.24
2026-08-04T21:58:06,billy quarantillo,diego ferreira,2.37,1.57
2026-08-04T21:58:06,bruno lopes,diyar nurgozhay,2.25,1.62
2026-08-04T21:58:06,darren elkins,yadier delvalle,6.0,1.12
2026-08-04T21:58:06,donte johnson,eric mcconico,1.4,2.87
2026-08-04T21:58:06,dustin stoltzfus,mansur abdul-malik,4.7,1.18
2026-08-04T21:58:06,edson barboza,esteban ribovics,3.85,1.25
2026-08-04T21:58:06,gillian robertson,mackenzie dern,2.75,1.44
2026-08-04T21:58:06,guilherme pat,steven asplund,3.25,1.33
2026-08-04T21:58:06,ian garry,islam makhachev,3.75,1.26
2026-08-04T21:58:06,jalin turner,kaue fernandes,1.72,2.07
2026-08-04T21:58:06,jeremiah wells,myktybek orolbai,4.9,1.17
2026-08-04T21:58:06,jessie rosas,miles johns,2.22,1.65
2026-08-04T21:58:06,jose montanha,louie sutherland,2.27,1.62
2026-08-04T21:58:06,juliana miller,ravena oliveira morais,1.34,3.2
2026-08-04T21:58:06,manoel sousa,richie miranda,1.37,3.0
2026-08-04T21:58:06,mateusz gamrot,quillan salkilld,2.15,1.67
2026-08-04T21:58:06,neil magny,ramiz brahimaj,1.88,1.88
2026-08-04T21:58:06,tresean gore,vicente luque,1.7,2.12
2026-08-04T23:55:02,alexia thainara,amanda lemos,1.4,2.87
2026-08-04T23:55:02,billy goff,ty cole miller,3.95,1.24
2026-08-04T23:55:02,billy quarantillo,diego ferreira,2.37,1.57
2026-08-04T23:55:02,bruno lopes,diyar nurgozhay,2.25,1.62
2026-08-04T23:55:02,darren elkins,yadier delvalle,6.0,1.12
2026-08-04T23:55:02,donte johnson,eric mcconico,1.4,2.87
2026-08-04T23:55:02,dustin stoltzfus,mansur abdul-malik,4.7,1.18
2026-08-04T23:55:02,edson barboza,esteban ribovics,3.85,1.25
2026-08-04T23:55:02,gillian robertson,mackenzie dern,2.75,1.44
2026-08-04T23:55:02,guilherme pat,steven asplund,3.25,1.33
2026-08-04T23:55:02,ian garry,islam makhachev,3.75,1.26
2026-08-04T23:55:02,jalin turner,kaue fernandes,1.7,2.12
2026-08-04T23:55:02,jeremiah wells,myktybek orolbai,4.9,1.17
2026-08-04T23:55:02,jessie rosas,miles johns,2.22,1.65
2026-08-04T23:55:02,jose montanha,louie sutherland,2.27,1.62
2026-08-04T23:55:02,juliana miller,ravena oliveira morais,1.34,3.2
2026-08-04T23:55:02,manoel sousa,richie miranda,1.37,3.0
2026-08-04T23:55:02,mateusz gamrot,quillan salkilld,2.15,1.67
2026-08-04T23:55:02,neil magny,ramiz brahimaj,1.88,1.88
2026-08-04T23:55:02,tresean gore,vicente luque,1.7,2.12
2026-08-05T00:07:06,alexia thainara,amanda lemos,1.4,2.87
2026-08-05T00:07:06,billy goff,ty cole miller,3.95,1.24
2026-08-05T00:07:06,billy quarantillo,diego ferreira,2.37,1.57
2026-08-05T00:07:06,bruno lopes,diyar nurgozhay,2.25,1.62
2026-08-05T00:07:06,darren elkins,yadier delvalle,6.0,1.12
2026-08-05T00:07:06,donte johnson,eric mcconico,1.4,2.87
2026-08-05T00:07:06,dustin stoltzfus,mansur abdul-malik,4.7,1.18
2026-08-05T00:07:06,edson barboza,esteban ribovics,3.85,1.25
2026-08-05T00:07:06,gillian robertson,mackenzie dern,2.75,1.44
2026-08-05T00:07:06,guilherme pat,steven asplund,3.25,1.33
2026-08-05T00:07:06,ian garry,islam makhachev,3.75,1.26
2026-08-05T00:07:06,jalin turner,kaue fernandes,1.7,2.12
2026-08-05T00:07:06,jeremiah wells,myktybek orolbai,4.9,1.17
2026-08-05T00:07:06,jessie rosas,miles johns,2.22,1.65
2026-08-05T00:07:06,jose montanha,louie sutherland,2.27,1.62
2026-08-05T00:07:06,juliana miller,ravena oliveira morais,1.34,3.2
2026-08-05T00:07:06,manoel sousa,richie miranda,1.37,3.0
2026-08-05T00:07:06,mateusz gamrot,quillan salkilld,2.15,1.67
2026-08-05T00:07:06,neil magny,ramiz brahimaj,1.88,1.88
2026-08-05T00:07:06,tresean gore,vicente luque,1.7,2.12
2026-08-06T18:17:45,alexia thainara,amanda lemos,1.37,3.0
2026-08-06T18:17:45,billy goff,ty cole miller,4.0,1.24
2026-08-06T18:17:45,billy quarantillo,diego ferreira,2.4,1.55
2026-08-06T18:17:45,bruno lopes,diyar nurgozhay,2.15,1.67
2026-08-06T18:17:45,caroline foro antunes,giovanna canuto,1.37,3.05
2026-08-06T18:17:45,darren elkins,yadier delvalle,5.8,1.13
2026-08-06T18:17:45,donte johnson,eric mcconico,1.4,2.87
2026-08-06T18:17:45,dustin stoltzfus,mansur abdul-malik,4.7,1.18
2026-08-06T18:17:45,edson barboza,esteban ribovics,3.85,1.25
2026-08-06T18:17:45,gillian robertson,mackenzie dern,2.75,1.44
2026-08-06T18:17:45,guilherme pat,steven asplund,3.25,1.33
2026-08-06T18:17:45,ian garry,islam makhachev,3.75,1.26
2026-08-06T18:17:45,jalin turner,kaue fernandes,1.55,2.42
2026-08-06T18:17:45,jeremiah wells,myktybek orolbai,4.9,1.17
2026-08-06T18:17:45,jessie rosas,miles johns,2.27,1.62
2026-08-06T18:17:45,jose montanha,louie sutherland,2.52,1.5
2026-08-06T18:17:45,juliana miller,ravena oliveira morais,1.29,3.5
2026-08-06T18:17:45,manoel sousa,richie miranda,1.31,3.4
2026-08-06T18:17:45,mateusz gamrot,quillan salkilld,2.18,1.67
2026-08-06T18:17:45,neil magny,ramiz brahimaj,1.88,1.88
2026-08-06T18:17:45,tresean gore,vicente luque,1.75,2.05
2026-08-06T19:50:11,alexia thainara,amanda lemos,1.37,3.0
2026-08-06T19:50:11,billy goff,ty cole miller,4.0,1.24
2026-08-06T19:50:11,billy quarantillo,diego ferreira,2.4,1.55
2026-08-06T19:50:11,bruno lopes,diyar nurgozhay,2.15,1.67
2026-08-06T19:50:11,caroline foro antunes,giovanna canuto,1.37,3.05
2026-08-06T19:50:11,darren elkins,yadier delvalle,5.8,1.13
2026-08-06T19:50:11,donte johnson,eric mcconico,1.4,2.87
2026-08-06T19:50:11,dustin stoltzfus,mansur abdul-malik,4.7,1.18
2026-08-06T19:50:11,edson barboza,esteban ribovics,3.85,1.25
2026-08-06T19:50:11,gillian robertson,mackenzie dern,2.75,1.44
2026-08-06T19:50:11,guilherme pat,steven asplund,3.25,1.33
2026-08-06T19:50:11,ian garry,islam makhachev,3.75,1.26
2026-08-06T19:50:11,jalin turner,kaue fernandes,1.55,2.42
2026-08-06T19:50:11,jeremiah wells,myktybek orolbai,4.9,1.17
2026-08-06T19:50:11,jessie rosas,miles johns,2.27,1.62
2026-08-06T19:50:11,jose montanha,louie sutherland,2.52,1.5
2026-08-06T19:50:11,juliana miller,ravena oliveira morais,1.29,3.5
2026-08-06T19:50:11,manoel sousa,richie miranda,1.31,3.4
2026-08-06T19:50:11,mateusz gamrot,quillan salkilld,2.18,1.67
2026-08-06T19:50:11,neil magny,ramiz brahimaj,1.88,1.88
2026-08-06T19:50:11,tresean gore,vicente luque,1.75,2.05
2026-08-06T21:25:25,alexia thainara,amanda lemos,1.37,3.0
2026-08-06T21:25:25,billy goff,ty cole miller,4.0,1.24
2026-08-06T21:25:25,billy quarantillo,diego ferreira,2.4,1.55
2026-08-06T21:25:25,bruno lopes,diyar nurgozhay,2.15,1.67
2026-08-06T21:25:25,caroline foro antunes,giovanna canuto,1.37,3.05
2026-08-06T21:25:25,darren elkins,yadier delvalle,5.8,1.13
2026-08-06T21:25:25,donte johnson,eric mcconico,1.4,2.87
2026-08-06T21:25:25,dustin stoltzfus,mansur abdul-malik,4.7,1.18
2026-08-06T21:25:25,edson barboza,esteban ribovics,3.85,1.25
2026-08-06T21:25:25,gillian robertson,mackenzie dern,2.75,1.44
2026-08-06T21:25:25,guilherme pat,steven asplund,3.25,1.33
2026-08-06T21:25:25,ian garry,islam makhachev,3.75,1.26
2026-08-06T21:25:25,jalin turner,kaue fernandes,1.55,2.42
2026-08-06T21:25:25,jeremiah wells,myktybek orolbai,4.9,1.17
2026-08-06T21:25:25,jessie rosas,miles johns,2.12,1.7
2026-08-06T21:25:25,jose montanha,louie sutherland,2.52,1.5
2026-08-06T21:25:25,juliana miller,ravena oliveira morais,1.29,3.5
2026-08-06T21:25:25,manoel sousa,richie miranda,1.31,3.4
2026-08-06T21:25:25,mateusz gamrot,quillan salkilld,2.18,1.67
2026-08-06T21:25:25,neil magny,ramiz brahimaj,1.88,1.88
2026-08-06T21:25:25,tresean gore,vicente luque,1.75,2.05
2026-08-06T21:26:50,alexia thainara,amanda lemos,1.37,3.0
2026-08-06T21:26:50,billy goff,ty cole miller,4.0,1.24
2026-08-06T21:26:50,billy quarantillo,diego ferreira,2.4,1.55
2026-08-06T21:26:50,bruno lopes,diyar nurgozhay,2.15,1.67
2026-08-06T21:26:50,caroline foro antunes,giovanna canuto,1.37,3.05
2026-08-06T21:26:50,darren elkins,yadier delvalle,5.8,1.13
2026-08-06T21:26:50,donte johnson,eric mcconico,1.4,2.87
2026-08-06T21:26:50,dustin stoltzfus,mansur abdul-malik,4.7,1.18
2026-08-06T21:26:50,edson barboza,esteban ribovics,3.85,1.25
2026-08-06T21:26:50,gillian robertson,mackenzie dern,2.75,1.44
2026-08-06T21:26:50,guilherme pat,steven asplund,3.25,1.33
2026-08-06T21:26:50,ian garry,islam makhachev,3.75,1.26
2026-08-06T21:26:50,jalin turner,kaue fernandes,1.55,2.42
2026-08-06T21:26:50,jeremiah wells,myktybek orolbai,4.9,1.17
2026-08-06T21:26:50,jessie rosas,miles johns,2.12,1.7
2026-08-06T21:26:50,jose montanha,louie sutherland,2.52,1.5
2026-08-06T21:26:50,juliana miller,ravena oliveira morais,1.29,3.5
2026-08-06T21:26:50,manoel sousa,richie miranda,1.31,3.4
2026-08-06T21:26:50,mateusz gamrot,quillan salkilld,2.18,1.67
2026-08-06T21:26:50,neil magny,ramiz brahimaj,1.88,1.88
2026-08-06T21:26:50,tresean gore,vicente luque,1.75,2.05
2026-08-06T21:32:29,alexia thainara,amanda lemos,1.37,3.0
2026-08-06T21:32:29,billy goff,ty cole miller,4.0,1.24
2026-08-06T21:32:29,billy quarantillo,diego ferreira,2.4,1.55
2026-08-06T21:32:29,bruno lopes,diyar nurgozhay,2.15,1.67
2026-08-06T21:32:29,caroline foro antunes,giovanna canuto,1.37,3.05
2026-08-06T21:32:29,darren elkins,yadier delvalle,5.8,1.13
2026-08-06T21:32:29,donte johnson,eric mcconico,1.4,2.87
2026-08-06T21:32:29,dustin stoltzfus,mansur abdul-malik,4.7,1.18
2026-08-06T21:32:29,edson barboza,esteban ribovics,3.85,1.25
2026-08-06T21:32:29,gillian robertson,mackenzie dern,2.75,1.44
2026-08-06T21:32:29,guilherme pat,steven asplund,3.25,1.33
2026-08-06T21:32:29,ian garry,islam makhachev,3.75,1.26
2026-08-06T21:32:29,jalin turner,kaue fernandes,1.55,2.42
2026-08-06T21:32:29,jeremiah wells,myktybek orolbai,4.9,1.17
2026-08-06T21:32:29,jessie rosas,miles johns,2.12,1.7
2026-08-06T21:32:29,jose montanha,louie sutherland,2.52,1.5
2026-08-06T21:32:29,juliana miller,ravena oliveira morais,1.29,3.5
2026-08-06T21:32:29,manoel sousa,richie miranda,1.31,3.4
2026-08-06T21:32:29,mateusz gamrot,quillan salkilld,2.18,1.67
2026-08-06T21:32:29,neil magny,ramiz brahimaj,1.88,1.88
2026-08-06T21:32:29,tresean gore,vicente luque,1.75,2.05
